,geo,text,user,location,created_at
556,,  JUST IN: The U.S. FDA has issued an Emergency Use Authorization for our single-dose #COVID19 vaccine. Learn more here:…,VeerleAtMadeira,Belgium,2021-02-28 21:38:46
557,," You’re trying to rewrite history: Trump is no longer president, the vaccines were developed largely… ",lulujb520,Texas,2021-02-28 21:38:42
558,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",BruceBraden,Indiana,2021-02-28 21:38:25
559,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",davexam,,2021-02-28 21:38:13
560,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",equityhealthdev,Washington DC USA,2021-02-28 21:38:10
561,,Goff: Aucklanders must get Covid vaccine first — city loses $30m a day in lockdown  ,nzherald,New Zealand,2021-02-28 21:38:00
562,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",Ostrov_A,Israel,2021-02-28 21:37:56
563,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",lseefeldt3,Florida,2021-02-28 21:37:35
564,,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices ",carloseats,TPA,2021-02-28 21:37:29
565,,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,cmodowd,,2021-02-28 21:37:25
566,,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,boggskmb2,"California, USA",2021-02-28 21:37:22
567,,  GPs say they’re “utterly disgusted” DHB staff got priority over them for COVID19 vaccines. Emails Newshub has show DHB s…,msjessienz,New Zealand ,2021-02-28 21:37:20
568,,    You can check it now. See you in 5 years. ,kheatherbrown,Freedoms lost - Democracy Dies,2021-02-28 21:37:18
569,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",son_of_isaac,"The Mitten State, USA",2021-02-28 21:37:17
570,,"   3,862 vaccine does administered in 🔵 VIC ",CultofJack,IN TRANSIT,2021-02-28 21:37:09
571,,"  There is a lot of information about the #COVID19 vaccine, but how do you know what to believe? Get your information fr…",KowalczykBeth,,2021-02-28 21:37:08
572,,CVS got vaccine now. Score one for granny,solarpatios,"San Antonio, TX",2021-02-28 21:37:02
573,,  The COVID-19 vaccine is safe and effective. It gives you the best protection against coronavirus. ,radiohartlepool,"York Road, Hartlepool",2021-02-28 21:37:02
574,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",Iloveuarmy123,,2021-02-28 21:37:01
575,,  The COVID-19 vaccine is safe and effective. It gives you the best protection against coronavirus. ,craigblundred,Quite often EGNT....,2021-02-28 21:36:40
576,,CVS got vaccine now. Score one for granny,politicaltrain,United States,2021-02-28 21:36:38
577,,Japan likely to see increased COVID-19 vaccine supply in April: Kono: Japan is likely to see increased supply of co… ,JapanToday,"Tokyo, Japan",2021-02-28 21:36:32
578,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",KarisaBib,"California, USA",2021-02-28 21:36:30
579,,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…",nancywa31371553,"Scotland, United Kingdom",2021-02-28 21:36:23
580,,CVS got vaccine now. Score one for granny,realopenmike,texas or new york,2021-02-28 21:36:20
581,,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices… ",SunSentinel,South Florida,2021-02-28 21:36:20
582,,Gov. DeSantis expands COVID-19 vaccine eligibility for 'high-risk' people 65 and under  ,WFLA,"Tampa, FL",2021-02-28 21:36:07
583,,  CVS got vaccine now,GoSolar01,,2021-02-28 21:36:03
584,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",CofHEQ,Washington DC USA ,2021-02-28 21:36:01
585,,😷 Do I need a mask after getting vaccine? Your COVID-19 questions answered - Detroit Free Press 👉… ,GroupZirigoza,CE,2021-02-28 21:36:00
586,,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,paxxman,3rd planet in minor solar sys,2021-02-28 21:35:53
587,,Report #vaccine side effects here UK ⬇️,DebandezScott,"North West, England",2021-02-28 21:35:52
588,,CVS got vaccine now,altcoingeezer,"Billings, MT",2021-02-28 21:35:37
589,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,CBS47,"Fresno, CA",2021-02-28 21:35:25
590,,"Covid 19 coronavirus: Phil Goff says Aucklanders must get vaccine first, via  ",juhasaarinen,Authory archive:,2021-02-28 21:35:22
591,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,LawBee6,"Birmingham, England",2021-02-28 21:35:17
592,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,missjst,Washinton,2021-02-28 21:35:17
593,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,KSEE24,"Fresno, California",2021-02-28 21:35:13
594,, There's no mention of them receiving the vaccine. Where did you get your info?,RandyRen4,,2021-02-28 21:35:03
595,,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…",MDMcLaughlin2,,2021-02-28 21:35:02
596,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,ajcruz14th_aj,"Waukesha, WI",2021-02-28 21:34:55
597,,  #Breaking: The FDA has authorized Johnson &amp; Johnson’s COVID-19 vaccine -- making it the third vaccine available for emergency use.…,cemccarthy02,"Rockville, MD",2021-02-28 21:34:37
598,,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…",CarlDWhite,"New York, NY",2021-02-28 21:34:27
599,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,JEM_185,"Scotland, United Kingdom",2021-02-28 21:33:55
600,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,IvettNaranjo,,2021-02-28 21:33:44
601,,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…",Dloissr,"Winnipeg, Manitoba",2021-02-28 21:33:39
602,,"  &gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses away from…",dianarr,"Los Angeles, California, USA",2021-02-28 21:33:32
603,,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",keepinupwkook,"Texas, USA",2021-02-28 21:33:24
604,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",cbtc12,United States,2021-02-28 21:33:10
605,,  Volunteers in Maryland are helping secure COVID-19 vaccine appointments for people who live in the state or work there a…,PatriceSnow,"Silver Spring, MD & Boston, MA",2021-02-28 21:33:09
606,,"  People who are aged 70 and over who have not yet had their #COVIDVaccine, and would like to, can now contact the NHS to…",JodieBarberOC,"Oldham, England",2021-02-28 21:33:05
607,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",DaveBamforth,Yorkshire,2021-02-28 21:33:02
608,,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,BruceBraden,Indiana,2021-02-28 21:32:53
609,,"  Lying #POSer Lara Anton  of TX Dept State Health Services says no, ""they just aren't being allowed to get dos…",mclaughe,"Burlington, WI",2021-02-28 21:32:47
610,,197 UK reports of suspected ADRs to the Pfizer/BioNTech vaccine in which the patient died shortly after vaccination… ,consent_patient,,2021-02-28 21:32:47
611,,"&gt; &amp; Texas Dept State Health Services,  as mouth piece, is diverting Covid19 vaccine doses awa… ",StephenGlahn,Texas,2021-02-28 21:32:37
612,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",Velempini,Zimbabwe,2021-02-28 21:32:25
613,,Aha! 🦠🤦🏻‍♀️😒 see? Coronavirus infection leads to immunity that's comparable to a COVID-19 vaccine - Los Angeles Tim… ,hozrnbz22,United States,2021-02-28 21:32:22
614,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",Quaferu,USA,2021-02-28 21:32:09
615,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,ohplanetnavaho,No DMs please,2021-02-28 21:32:03
616,,  GPs say they’re “utterly disgusted” DHB staff got priority over them for COVID19 vaccines. Emails Newshub has show DHB s…,randomwonders85,"Auckland, New Zealand",2021-02-28 21:32:01
617,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,KVOA,"Tucson, Arizona",2021-02-28 21:31:34
618,,"   3,862 vaccine does administered in 🔵 VIC ",debbles_mccoy,,2021-02-28 21:31:25
619,,  #Breaking: The FDA has authorized Johnson &amp; Johnson’s COVID-19 vaccine -- making it the third vaccine available for emergency use.…,sineadrousse2,Time for a walk outside!!!,2021-02-28 21:31:23
620,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,darlenesmith02,"Culpeper, VA",2021-02-28 21:31:21
621,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",Mygypsytoes,Nicaragua,2021-02-28 21:31:19
622,,  Millions have received the COVID-19 vaccine under the most intense safety monitoring system. All vaccines used have undergon…,CoastDemocrats,"Half Moon Bay, CA",2021-02-28 21:31:17
623,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,Evil_Koala_81,,2021-02-28 21:31:04
624,,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…",ManyBones1Heart,"Tucson, AZ",2021-02-28 21:30:57
625,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",anupam2929,"New Delhi, India",2021-02-28 21:30:50
626,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",lavietoutplein,Europe,2021-02-28 21:30:33
627,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",PablodelaMac,Barcelona.,2021-02-28 21:30:32
628,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,panospanw,"Attiki, Greece",2021-02-28 21:30:27
629,,  A single dose of Pfizer and BioNtech's COVID-19 vaccine cuts the number of asymptomatic infections and could significan…,KBinhendi,Between Dubai & London.,2021-02-28 21:30:26
630,,  🔸#Vaccine must be imported from countries we trust and our people are not guinea pigs - regime's Health Committee🔸With…,Gilapatti,,2021-02-28 21:30:26
631,,  Amazing achievement! Thank you #NHSheroes #Vaccine #COVID19,puno_ac_uk,"London, England",2021-02-28 21:30:18
632,,  A U.S. advisory panel has endorsed the one-dose #COVID_19 #vaccine from Johnson &amp; Johnson as a third option in the fight again…,meredit71840781,,2021-02-28 21:30:14
633,,"  JUST IN: Johnson &amp; Johnson’s coronavirus vaccine was cleared for use in the U.S., making a third shot available that could pl…",roo21t_ve,"Carmen de la Legua Reynoso, Pe",2021-02-28 21:30:14
634,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",AnaCerqueira1,"Berlim, Alemanha",2021-02-28 21:30:12
635,,  The NHS is amazing. ⭐️⭐️⭐️⭐️⭐️COVID-19 vaccine: 2️⃣0️⃣ million people have received first #coronavirus jab in #UK!…,marciaj64,Taunton Somerset ,2021-02-28 21:30:07
636,,  GPs say they’re “utterly disgusted” DHB staff got priority over them for COVID19 vaccines. Emails Newshub has show DHB s…,BenGIrwin,"Doha, Qatar",2021-02-28 21:30:05
637,,CDC panel endorses new one-dose Johnson &amp; Johnson COVID-19 vaccine ,ZaqsPolitics,"Boston, MA",2021-02-28 21:30:01
638,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",JayMurugavel,,2021-02-28 21:30:00
639,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",Elmano_sadino,,2021-02-28 21:29:59
640,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",Burchfield94,,2021-02-28 21:29:59
641,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",ricki367,Spain,2021-02-28 21:29:55
642,, Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is ver… ,TheVill60772553,@TheVillage,2021-02-28 21:29:54
643,,"  Dr. Anthony Fauci, the top U.S. infectious-diseases expert, urged Americans to take any of the three approved COVID-19 vaccine…",JukkaPSeppl,Western Finland,2021-02-28 21:29:50
644,,  Volunteers in Maryland are helping secure COVID-19 vaccine appointments for people who live in the state or work there a…,MsWZ,"DC, Or sitting on the metro",2021-02-28 21:29:36
645,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,MonaSmitte,,2021-02-28 21:29:36
